id_w_time,latitude,longitude,id,x,y,year,month,week,date,time_of_year,acq_time,fire,pop_density,obs_ID,city,in_urban_area,settlement,adm2_name,pop_exact,excess_fire,predicted_fire,fire_in_window,war_fire,sustained_excess,id_big,length_of_war_fire_area,war_fire_restrictive,map_col
41.9--0.6-271-2022,-0.63162,41.8774,41.9--0.6,41.900000000000006,-0.6000000000000001,2022,9,39,2022-09-28,271,1045,1,27.769058267275497,23599,NA,FALSE,FALSE,NA,32.2781982421875,0,2,4,0,1,42--1,172,0,NA
41.9--0.6-271-2022,-0.63505,41.87792,41.9--0.6,41.900000000000006,-0.6000000000000001,2022,9,39,2022-09-28,271,1045,1,27.769058267275497,23598,NA,FALSE,FALSE,NA,35.25581359863281,0,2,4,0,1,42--1,172,0,NA
41.9--0.6-275-2023,-0.63118,41.87,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,10,40,2023-10-02,275,1117,1,27.769058267275497,27259,NA,FALSE,FALSE,NA,27.609376907348633,0,1,1,0,1,42--1,172,0,NA
41.9--0.6-281-2022,-0.63052,41.87352,41.9--0.6,41.900000000000006,-0.6000000000000001,2022,10,41,2022-10-08,281,1006,1,27.769058267275497,23764,NA,FALSE,FALSE,NA,27.609376907348633,0,2,3,0,1,42--1,172,0,NA
41.9--0.6-281-2022,-0.62675,41.87046,41.9--0.6,41.900000000000006,-0.6000000000000001,2022,10,41,2022-10-08,281,1058,1,27.769058267275497,23762,NA,FALSE,FALSE,NA,27.609376907348633,0,2,3,0,1,42--1,172,0,NA
41.9--0.6-281-2022,-0.62566,41.8728,41.9--0.6,41.900000000000006,-0.6000000000000001,2022,10,41,2022-10-08,281,1006,1,27.769058267275497,23763,NA,FALSE,FALSE,NA,27.609376907348633,0,2,3,0,1,42--1,172,0,NA
41.9--0.6-60-2023,-0.63383,41.87751,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-01,60,1057,1,27.769058267275497,25469,NA,FALSE,FALSE,NA,35.25581359863281,0,2,1,0,1,42--1,172,0,NA
41.9--0.6-61-2023,-0.63778,41.87693,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-02,61,1127,1,27.769058267275497,25534,NA,FALSE,FALSE,NA,35.25581359863281,0,5,5,0,1,42--1,172,0,NA
41.9--0.6-61-2023,-0.63344,41.86285,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-02,61,1129,1,27.769058267275497,25536,NA,FALSE,FALSE,NA,26.89449691772461,0,5,5,0,1,42--1,172,0,NA
41.9--0.6-61-2023,-0.632,41.86994,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-02,61,1127,1,27.769058267275497,25533,NA,FALSE,FALSE,NA,27.609376907348633,0,5,5,0,1,42--1,172,0,NA
41.9--0.6-61-2023,-0.63682,41.88294,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-02,61,1127,1,27.769058267275497,25535,NA,FALSE,FALSE,NA,34.80640411376953,0,5,5,0,1,42--1,172,0,NA
41.9--0.6-61-2023,-0.63558,41.87065,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-02,61,1129,1,27.769058267275497,25532,NA,FALSE,FALSE,NA,29.150472640991214,0,5,5,0,1,42--1,172,0,NA
41.9--0.6-62-2023,-0.63958,41.87208,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,9,2023-03-03,62,1110,1,27.769058267275497,25568,NA,FALSE,FALSE,NA,29.150472640991214,0,2,1,0,1,42--1,172,0,NA
41.9--0.6-63-2023,-0.63401,41.87412,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-04,63,1049,1,27.769058267275497,25599,NA,FALSE,FALSE,NA,35.25581359863281,0,2,2,0,1,42--1,172,0,NA
41.9--0.6-63-2023,-0.63764,41.87466,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-04,63,1049,1,27.769058267275497,25600,NA,FALSE,FALSE,NA,35.25581359863281,0,2,2,0,1,42--1,172,0,NA
41.9--0.6-66-2023,-0.62827,41.86989,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-07,66,1047,1,27.769058267275497,25742,NA,FALSE,FALSE,NA,27.609376907348633,0,2,2,0,1,42--1,172,0,NA
41.9--0.6-66-2023,-0.63112,41.87404,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-07,66,1047,1,27.769058267275497,25743,NA,FALSE,FALSE,NA,32.2781982421875,0,2,2,0,1,42--1,172,0,NA
41.9--0.6-68-2023,-0.62805,41.87107,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-09,68,1057,1,27.769058267275497,25846,NA,FALSE,FALSE,NA,27.609376907348633,1,3,6,0,1,42--1,172,0,NA
41.9--0.6-68-2023,-0.62859,41.86763,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-09,68,1057,1,27.769058267275497,25848,NA,FALSE,FALSE,NA,27.609376907348633,1,3,6,0,1,42--1,172,0,NA
41.9--0.6-68-2023,-0.6246,41.86702,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-09,68,1057,1,27.769058267275497,25844,NA,FALSE,FALSE,NA,26.187406539916992,1,3,6,0,1,42--1,172,0,NA
41.9--0.6-68-2023,-0.62005999999999994,41.86987,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-09,68,1057,1,27.769058267275497,25845,NA,FALSE,FALSE,NA,26.187406539916992,1,3,6,0,1,42--1,172,0,NA
41.9--0.6-68-2023,-0.62253,41.87214,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-09,68,1008,1,27.769058267275497,25843,NA,FALSE,FALSE,NA,26.187406539916992,1,3,6,0,1,42--1,172,0,NA
41.9--0.6-68-2023,-0.62406,41.87047,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-09,68,1057,1,27.769058267275497,25847,NA,FALSE,FALSE,NA,26.187406539916992,1,3,6,1,1,42--1,172,1,NA
41.9--0.6-69-2023,-0.61955,41.86832,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1038,1,27.769058267275497,25901,NA,FALSE,FALSE,NA,26.187406539916992,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-69-2023,-0.62007,41.86489,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1038,1,27.769058267275497,25903,NA,FALSE,FALSE,NA,23.763044357299805,2,5,9,1,1,42--1,172,1,NA
41.9--0.6-69-2023,-0.62794,41.87574,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1129,1,27.769058267275497,25905,NA,FALSE,FALSE,NA,32.2781982421875,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-69-2023,-0.62212,41.86872,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1129,1,27.769058267275497,25899,NA,FALSE,FALSE,NA,26.187406539916992,2,5,9,1,1,42--1,172,1,NA
41.9--0.6-69-2023,-0.62887,41.86978,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1129,1,27.769058267275497,25904,NA,FALSE,FALSE,NA,27.609376907348633,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-69-2023,-0.6231,41.8726,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1129,1,27.769058267275497,25902,NA,FALSE,FALSE,NA,26.187406539916992,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-69-2023,-0.62338,41.86538,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1038,1,27.769058267275497,25906,NA,FALSE,FALSE,NA,23.763044357299805,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-69-2023,-0.61731,41.86565,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1129,1,27.769058267275497,25900,NA,FALSE,FALSE,NA,26.187406539916992,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-69-2023,-0.62985,41.87363,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,10,2023-03-10,69,1129,1,27.769058267275497,25907,NA,FALSE,FALSE,NA,27.609376907348633,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-70-2023,-0.62552,41.87108,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-11,70,1112,1,27.769058267275497,25945,NA,FALSE,FALSE,NA,27.609376907348633,0,5,4,1,1,42--1,172,0,NA
41.9--0.6-70-2023,-0.61647,41.86399,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-11,70,1112,1,27.769058267275497,25944,NA,FALSE,FALSE,NA,25.283477783203125,0,5,4,1,1,42--1,172,0,NA
41.9--0.6-70-2023,-0.62263,41.86757,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-11,70,1019,1,27.769058267275497,25946,NA,FALSE,FALSE,NA,26.187406539916992,0,5,4,1,1,42--1,172,0,NA
41.9--0.6-70-2023,-0.62824,41.86928,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-11,70,1117,1,27.769058267275497,25943,NA,FALSE,FALSE,NA,27.609376907348633,0,5,4,1,1,42--1,172,0,NA
41.9--0.6-72-2023,-0.63137,41.8661,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-13,72,1104,1,27.769058267275497,26034,NA,FALSE,FALSE,NA,27.609376907348633,0,2,4,1,1,42--1,172,0,NA
41.9--0.6-72-2023,-0.62482,41.87392,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-13,72,1121,1,27.769058267275497,26035,NA,FALSE,FALSE,NA,29.271120071411136,0,2,4,1,1,42--1,172,0,NA
41.9--0.6-72-2023,-0.62557,41.86925,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-13,72,1121,1,27.769058267275497,26036,NA,FALSE,FALSE,NA,27.609376907348633,0,2,4,1,1,42--1,172,0,NA
41.9--0.6-72-2023,-0.63272,41.85679,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-13,72,1104,1,27.769058267275497,26033,NA,FALSE,FALSE,NA,24.601537704467773,0,2,4,1,1,42--1,172,0,NA
41.9--0.6-73-2023,-0.63035,41.87575,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-14,73,1104,1,27.769058267275497,26060,NA,FALSE,FALSE,NA,32.2781982421875,0,2,1,1,1,42--1,172,0,NA
41.9--0.6-76-2023,-0.62245,41.87481,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,11,2023-03-17,76,1009,1,27.769058267275497,26113,NA,FALSE,FALSE,NA,29.271120071411136,0,2,1,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.64494,41.86674,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1128,1,27.769058267275497,26135,NA,FALSE,FALSE,NA,32.048213958740234,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.61965,41.86503,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1041,1,27.769058267275497,26131,NA,FALSE,FALSE,NA,23.763044357299805,2,5,9,1,1,42--1,172,1,NA
41.9--0.6-77-2023,-0.6425,41.86518,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1128,1,27.769058267275497,26137,NA,FALSE,FALSE,NA,32.66508865356445,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.63818,41.86575,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1128,1,27.769058267275497,26139,NA,FALSE,FALSE,NA,29.150472640991214,2,5,9,1,1,42--1,172,1,NA
41.9--0.6-77-2023,-0.62708,41.87519,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1128,1,27.769058267275497,26138,NA,FALSE,FALSE,NA,32.2781982421875,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.6158,41.86798,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1041,1,27.769058267275497,26132,NA,FALSE,FALSE,NA,28.46574592590332,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.62577,41.86948,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1041,1,27.769058267275497,26134,NA,FALSE,FALSE,NA,27.609376907348633,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.62944,41.87677,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1128,1,27.769058267275497,26136,NA,FALSE,FALSE,NA,32.2781982421875,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-77-2023,-0.62909,41.86998,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-18,77,1041,1,27.769058267275497,26133,NA,FALSE,FALSE,NA,27.609376907348633,2,5,9,1,1,42--1,172,0,NA
41.9--0.6-82-2023,-0.62471,41.87201,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-23,82,1045,1,27.769058267275497,26256,NA,FALSE,FALSE,NA,26.187406539916992,0,2,2,1,1,42--1,172,0,NA
41.9--0.6-82-2023,-0.63835,41.87406,41.9--0.6,41.900000000000006,-0.6000000000000001,2023,3,12,2023-03-23,82,1045,1,27.769058267275497,26257,NA,FALSE,FALSE,NA,35.25581359863281,0,2,2,1,1,42--1,172,0,NA
41.9--0.7-106-2023,-0.71263,41.86018,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,4,16,2023-04-16,106,1045,1,28.97228252887726,26461,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,2,2,0,1,42--1,172,0,NA
41.9--0.7-106-2023,-0.71999,41.85755,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,4,16,2023-04-16,106,1045,1,28.97228252887726,26462,NA,FALSE,FALSE,NA,29.17770195007324,0,2,2,0,1,42--1,172,0,NA
41.9--0.7-246-2023,-0.71517,41.85351,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,9,36,2023-09-03,246,1019,1,28.97228252887726,26889,NA,FALSE,FALSE,NA,28.82757568359375,0,1,2,0,1,42--1,172,0,NA
41.9--0.7-246-2023,-0.71436,41.85618,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,9,36,2023-09-03,246,1019,1,28.97228252887726,26888,NA,FALSE,FALSE,NA,28.82757568359375,0,1,2,0,1,42--1,172,0,NA
41.9--0.7-252-2023,-0.69675,41.85125,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,9,37,2023-09-09,252,1058,1,28.97228252887726,26958,NA,FALSE,FALSE,NA,31.793422698974613,0,1,1,0,1,42--1,172,0,NA
41.9--0.7-266-2022,-0.66138,41.94271,41.9--0.7,41.900000000000006,-0.7000000000000001,2022,9,39,2022-09-23,266,1041,1,28.97228252887726,23476,NA,FALSE,FALSE,NA,35.9482421875,0,1,1,0,1,42--1,172,0,NA
41.9--0.7-268-2023,-0.66548,41.9497,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,9,39,2023-09-25,268,1058,1,28.97228252887726,27187,NA,FALSE,FALSE,NA,35.034393310546875,0,1,1,0,1,42--1,172,0,NA
41.9--0.7-272-2022,-0.70908,41.86049,41.9--0.7,41.900000000000006,-0.7000000000000001,2022,9,39,2022-09-29,272,1026,1,28.97228252887726,23625,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,2,1,0,1,42--1,172,0,NA
41.9--0.7-276-2022,-0.68588,41.92751,41.9--0.7,41.900000000000006,-0.7000000000000001,2022,10,40,2022-10-03,276,1051,1,28.97228252887726,23693,NA,FALSE,FALSE,NA,23.84638214111328,0,1,1,0,1,42--1,172,0,NA
41.9--0.7-279-2022,-0.66098,41.94369,41.9--0.7,41.900000000000006,-0.7000000000000001,2022,10,40,2022-10-06,279,1043,1,28.97228252887726,23743,NA,FALSE,FALSE,NA,35.9482421875,0,1,1,0,1,42--1,172,0,NA
41.9--0.7-31-2023,-0.65615,41.92633,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,1,5,2023-01-31,31,1002,1,28.97228252887726,24595,NA,FALSE,FALSE,NA,36.84890365600586,0,1,2,0,1,42--1,172,0,NA
41.9--0.7-31-2023,-0.65721,41.92719,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,1,5,2023-01-31,31,1002,1,28.97228252887726,24594,NA,FALSE,TRUE,Kismaayo,36.84890365600586,0,1,2,0,1,42--1,172,0,NA
41.9--0.7-52-2023,-0.69731,41.85452,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,2,8,2023-02-21,52,1055,1,28.97228252887726,25174,NA,FALSE,FALSE,NA,31.793422698974613,0,2,2,0,1,42--1,172,0,NA
41.9--0.7-52-2023,-0.70084,41.8522,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,2,8,2023-02-21,52,1008,1,28.97228252887726,25175,NA,FALSE,FALSE,NA,31.279314041137695,0,2,2,0,1,42--1,172,0,NA
41.9--0.7-59-2023,-0.71408,41.86015,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,2,9,2023-02-28,59,1025,1,28.97228252887726,25433,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,3,1,0,1,42--1,172,0,NA
41.9--0.7-61-2023,-0.65013,41.87279,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,9,2023-03-02,61,1129,1,28.97228252887726,25537,NA,FALSE,FALSE,NA,32.048213958740234,0,2,1,0,1,42--1,172,0,NA
41.9--0.7-63-2023,-0.6623,41.92028,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-04,63,1002,1,28.97228252887726,25602,NA,FALSE,TRUE,Kismaayo,32.323585510253906,0,3,2,0,1,42--1,172,0,NA
41.9--0.7-63-2023,-0.71287,41.86872,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-04,63,1049,1,28.97228252887726,25601,NA,FALSE,FALSE,NA,29.768001556396488,0,3,2,0,1,42--1,172,0,NA
41.9--0.7-65-2023,-0.70664,41.86222,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-06,65,1104,1,28.97228252887726,25691,NA,FALSE,TRUE,Kismaayo,30.733367919921875,0,3,1,0,1,42--1,172,0,NA
41.9--0.7-67-2023,-0.72051,41.85311,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-08,67,1049,1,28.97228252887726,25791,NA,FALSE,FALSE,NA,28.61373519897461,1,2,5,0,1,42--1,172,0,NA
41.9--0.7-67-2023,-0.66004,41.91899,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-08,67,1117,1,28.97228252887726,25794,NA,FALSE,FALSE,NA,32.323585510253906,1,2,5,0,1,42--1,172,0,NA
41.9--0.7-67-2023,-0.71415,41.86079,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-08,67,1028,1,28.97228252887726,25795,NA,FALSE,TRUE,Kismaayo,31.433704376220703,1,2,5,0,1,42--1,172,0,NA
41.9--0.7-67-2023,-0.65958,41.91904,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-08,67,1117,1,28.97228252887726,25793,NA,FALSE,FALSE,NA,32.323585510253906,1,2,5,0,1,42--1,172,0,NA
41.9--0.7-67-2023,-0.71842,41.857170000000004,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-08,67,1028,1,28.97228252887726,25792,NA,FALSE,FALSE,NA,29.17770195007324,1,2,5,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.71108,41.86235,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25858,NA,FALSE,TRUE,Kismaayo,31.433704376220703,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.70761,41.85831,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25855,NA,FALSE,TRUE,Kismaayo,30.733367919921875,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.71776,41.86042,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25853,NA,FALSE,FALSE,NA,29.17770195007324,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.70709,41.86176,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25856,NA,FALSE,TRUE,Kismaayo,30.733367919921875,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.7116,41.85891,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25861,NA,FALSE,TRUE,Kismaayo,31.433704376220703,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.71559,41.8595,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25854,NA,FALSE,TRUE,Kismaayo,31.433704376220703,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.70415,41.85428,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25851,NA,FALSE,FALSE,NA,31.279314041137695,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.7183,41.85699,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25849,NA,FALSE,FALSE,NA,28.61373519897461,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.70813,41.85488,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25862,NA,FALSE,FALSE,NA,31.279314041137695,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.71212,41.85547,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25850,NA,FALSE,TRUE,Kismaayo,28.82757568359375,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.71611,41.85606,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25860,NA,FALSE,FALSE,NA,28.82757568359375,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.71109,41.85958,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1008,1,28.97228252887726,25852,NA,FALSE,TRUE,Kismaayo,31.433704376220703,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.70467,41.85085,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25857,NA,FALSE,FALSE,NA,31.279314041137695,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-68-2023,-0.70068,41.85025,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-09,68,1057,1,28.97228252887726,25859,NA,FALSE,FALSE,NA,31.279314041137695,7,5,14,1,1,42--1,172,1,NA
41.9--0.7-69-2023,-0.7165,41.85557,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1038,1,28.97228252887726,25913,NA,FALSE,FALSE,NA,28.82757568359375,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-69-2023,-0.7079,41.86099,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1129,1,28.97228252887726,25910,NA,FALSE,TRUE,Kismaayo,30.733367919921875,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-69-2023,-0.70937,41.85802,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1038,1,28.97228252887726,25909,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-69-2023,-0.72763,41.85508,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1034,1,28.97228252887726,25912,NA,FALSE,FALSE,NA,31.484455108642575,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-69-2023,-0.71597,41.859,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1038,1,28.97228252887726,25911,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-69-2023,-0.71087,41.85809,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1129,1,28.97228252887726,25914,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-69-2023,-0.71267,41.85851,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,10,2023-03-10,69,1038,1,28.97228252887726,25908,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,5,7,1,1,42--1,172,0,NA
41.9--0.7-70-2023,-0.72011,41.85772,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,11,2023-03-11,70,1112,1,28.97228252887726,25947,NA,FALSE,FALSE,NA,29.17770195007324,0,2,1,1,1,42--1,172,0,NA
41.9--0.7-71-2023,-0.71506,41.85912,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,11,2023-03-12,71,1051,1,28.97228252887726,25994,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,2,2,1,1,42--1,172,0,NA
41.9--0.7-71-2023,-0.71078,41.86276,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,11,2023-03-12,71,1051,1,28.97228252887726,25995,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,2,2,1,1,42--1,172,0,NA
41.9--0.7-77-2023,-0.71206,41.85857,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,12,2023-03-18,77,1041,1,28.97228252887726,26142,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,2,3,1,1,42--1,172,0,NA
41.9--0.7-77-2023,-0.70821,41.86153,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,12,2023-03-18,77,1041,1,28.97228252887726,26141,NA,FALSE,TRUE,Kismaayo,30.733367919921875,0,2,3,1,1,42--1,172,0,NA
41.9--0.7-77-2023,-0.7159,41.85563,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,12,2023-03-18,77,1041,1,28.97228252887726,26140,NA,FALSE,FALSE,NA,28.82757568359375,0,2,3,1,1,42--1,172,0,NA
41.9--0.7-88-2023,-0.71042,41.85806,41.9--0.7,41.900000000000006,-0.7000000000000001,2023,3,13,2023-03-29,88,1034,1,28.97228252887726,26301,NA,FALSE,TRUE,Kismaayo,31.433704376220703,0,2,1,0,1,42--1,172,0,NA
41.9--1-328-2022,-1.03516,41.87053,41.9--1,41.900000000000006,-1,2022,11,47,2022-11-24,328,1025,1,15.861915088362164,23995,NA,FALSE,FALSE,NA,24.40115737915039,0,1,1,0,1,42--1,172,0,NA
41.9--1-344-2022,-1.04961,41.86012,41.9--1,41.900000000000006,-1,2022,12,50,2022-12-10,344,1025,1,15.861915088362164,24030,NA,FALSE,FALSE,NA,23.952795028686523,0,1,2,0,1,42--1,172,0,NA
41.9--1-344-2022,-1.04898,41.86429,41.9--1,41.900000000000006,-1,2022,12,50,2022-12-10,344,1025,1,15.861915088362164,24031,NA,FALSE,FALSE,NA,23.952795028686523,0,1,2,0,1,42--1,172,0,NA
