event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
SOM42608,"24 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Afgooye,2.15,45.116,2,"Calamada; Undisclosed Source","Local partner-Other","On 24 October 2023, overnight, Al Shabaab attacked government security forces (SNA) in Haanta Dheer village near Afgooye town (Afgooye, Lower Shabelle). The attack was initiated with RPGs and followed by exchange of gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42609,"24 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,Calamada,National,"On 24 October 2023, overnight, Al Shabaab carried out an attack against ATMIS UPDF and government security forces (SNA) at a defensive base in Janaale town (Marka, Lower Shabelle). Both sides exchanged heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42610,"24 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Mukaiga,2.1517,45.0686,1,"Calamada; Undisclosed Source","Local partner-Other","On 24 October 2023, overnight, Al Shabaab attacked government security forces (SNA) at a base in Mukaiga village (Afgooye, Lower Shabelle). The attack was initiated with RPGs and followed by exchange of gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42611,"24 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Qoryooley,,Qoryooley,1.7878,44.53,1,"Calamada; Undisclosed Source","Local partner-Other","On 24 October 2023, overnight, Al Shabaab carried out an attack against ATMIS UPDF and government security forces (SNA) at a defensive base in Qoryooley town (Qoryooley, Lower Shabelle). Both sides engaged in an exchange of heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42590,"23 October 2023",2023,1,"Political violence","Explosions/Remote violence","Air/drone strike","Military Forces of the United States (2021-)",,8,"Civilians (Somalia)",,7,78,"Civilian targeting",706,"Eastern Africa",Somalia,"Middle Juba",Bu'aale,,Buaale,1.2448,42.5732,1,"Al Furqaan; Caasimada; Calamada",National,"On 23 October 2023, presumed US forces (describe as international forces) conducted an airstrike in Buaale town (Bu'aale, Middle Juba). One civilian was killed and two others were injured. Al Shabaab claimed US forces was targeting civilians.",1,,1698681343
SOM42624,"23 October 2023",2023,1,"Political violence",Battles,"Government regains territory","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Bakool,Waajid,,Waajid,3.8096,43.2463,2,"Hiiraan (Somalia); Radio Dalsan; Radio Kulmiye; Radio Risala",National,"On 23 October 2023, government security forces (SNA) in an operation clashed with Al Shabaab and took control over Ceel Boon village (Waajid, Bakool). Both sides exchanged heavy gunfire. There were no casualties.",0,,1698681343
SOM42625,"23 October 2023",2023,1,"Political violence","Explosions/Remote violence",Grenade,"Military Forces of Somalia (2022-)",,1,"Civilians (Somalia)","Women (Somalia); Labor Group (Somalia)",7,17,"Civilian targeting",706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Caasimada; Shabelle Media Network; Undisclosed Source","Local partner-Other","On 23 October 2023, a government soldier (SNA) threw a hand grenade at a female hotel owner at a local restaurant near Tarabunka Junction in Mogadishu - Hodan (Banadir). The soldier wanted to have a free meals. There were no fatalities. Three people were injured.",0,,1698681343
SOM42635,"23 October 2023",2023,1,"Political violence","Explosions/Remote violence","Shelling/artillery/missile attack","ATMIS: African Union Transition Mission in Somalia (2022-) (Ethiopia)",,8,"Al Shabaab",,2,28,,706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,2,"Shabelle Media Network",National,"On 23 October 2023, ATMIS ENDF troops fired several mortar shells targeting Al Shabaab in the vicinity of Diinsoor town (Diinsoor, Bay). The mortar landed in civilian residential areas. Casualties unknown.",0,,1699385309
SOM42598,"22 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Daynile",2.0581,45.3003,1,"Calamada; Undisclosed Source","Local partner-Other","On 22 October 2023, overnight, Al Shabaab threw a hand grenade against government security forces (SNA) on a foot patrol at the Tabeelaha Sheikh Ibrahim neighborhood in Mogadishu - Daynile (Banadir). The security forces reacted with gunfire after the blast. Al Shabaab claimed killing two soldiers.",2,,1698681343
SOM42599,"22 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Jazeera,1.9501,45.1783,1,"Al Furqaan; Caasimada; Calamada; Undisclosed Source","Local partner-Other","On 22 October 2023, overnight, Al Shabaab carried out an attack against government security forces (SNA) at a defensive base in Jazeera village (Afgooye, Lower Shabelle). Both sides engaged in an exchange of heavy gunfire. There were no casualties.",0,,1698681343
SOM42600,"22 October 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-) Special Forces",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Mudug,Hobyo,,Caad,6.3596,48.6282,2,"Hiiraan (Somalia); Shabelle Media Network",National,"On 22 October 2023, government security forces (Gorgor) in an operation targeted Al Shabaab hideouts between Shabellow and Caad village (Hobyo, Mudug). Both sides exchanged heavy gunfire. There were no casualties.",0,,1698681343
SOM42622,"22 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Police Forces of Somalia (2022-) Southwest Special Police Forces",,1,"Civilians (Somalia)","Government of Somalia (2022-) Southwest Administration",7,17,"Civilian targeting",706,"Eastern Africa",Somalia,Bay,Diinsoor,,Diinsoor,2.4074,42.9766,1,"Undisclosed Source","Local partner-Other","On 22 October 2023, a Southwest Special Police Forces (SWSPF) officer shot and seriously injured the deputy district commissioner of Diinsoor town (Diinsoor, Bay). The motive is unknown.",0,"local administrators",1698681343
SOM42623,"22 October 2023",2023,1,"Strategic developments","Strategic developments","Disrupted weapons use","Police Forces of Somalia (2022-) Puntland Police Force",,1,"Unidentified Armed Group (Yemen)",,3,13,,706,"Eastern Africa",Somalia,Bari,Bossaso,,Bosaso,11.2842,49.1816,1,"Undisclosed Source","Local partner-Other","Weapons seizure: On 22 October 2023, Puntland police seized a sea vessel, carrying assorted weapons (AK 47rifles, PKM-machine guns, Pistols) and ammunition coming from Yemen at the at the main port in Bosaso town (Bossaso, Bari). A suspect was arrested. No further details on who the shipment was for.",0,,1698681343
SOM42626,"22 October 2023",2023,1,"Strategic developments","Strategic developments","Headquarters or base established","Al Shabaab",,2,,,0,20,,706,"Eastern Africa",Somalia,"Lower Juba",Kismaayo,,Kismayo,-0.3603,42.5463,2,"Undisclosed Source","Local partner-Other","On 22 October 2023, Al Shabaab established a base at Dhaay-Cabdi village near Kismayo town (Kismaayo, Lower Juba).",0,,1698681343
SOM42628,"22 October 2023",2023,1,"Strategic developments","Strategic developments",Other,"Unidentified Clan Militia (Somalia)",,4,,,0,40,,706,"Eastern Africa",Somalia,"Middle Shabelle",Jowhar,,Jowhar,2.7797,45.5042,2,"Undisclosed Source","Local partner-Other","Non-violent activity: On 22 October 2023, unspecified clan militia disrupted the main supply route between Balcad and Jowhar town (Jowhar, Middle Shabelle), preventing local transport along the road. The militiamen cited concerns with the Hirshabelle administration, claiming their clan representation was lacking.",0,,1698681343
SOM42593,"21 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,"Calamada; Undisclosed Source","Local partner-Other","On 21 October 2023, Al Shabaab threw a hand grenade against government security forces (SNA) at the Military hospital checkpoint in Mogadishu - Hodan (Banadir). The security forces reacted with gunfire after the blast. There were no fatalities. Two soldiers were injured. Al Shabaab claimed responsibility.",0,,1698681343
SOM42594,"21 October 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Bay,Baydhaba,,Habare,3.2166,43.8333,1,"Caasimada; Undisclosed Source","Local partner-Other","On 21 October 2023, government security forces (SNA) in an operation along the Baido-Saydheelow road, clashed with Al Shabaab in Habare village (Baydhaba, Bay). At least two soldiers were killed and six others were injured.",2,,1698681343
SOM42595,"21 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Bariirre,2.0476,44.8975,1,"Calamada; Undisclosed Source","Local partner-Other","On 21 October 2023, Al Shabaab threw a hand grenade against government security forces (SNA) at a base in Bariirre village (Afgooye, Lower Shabelle). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42596,"21 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"Military Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,"Calamada; Undisclosed Source","Local partner-Other","On 21 October 2023, Al Shabaab threw a hand grenade against government security forces (SNA) at a base in Janaale town (Marka, Lower Shabelle). The security forces reacted with gunfire after the blast. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42597,"21 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)","Military Forces of Somalia (2022-)",8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Marka,,Janaale,1.8,44.7,1,"Calamada; Undisclosed Source","Local partner-Other","On 21 October 2023, overnight, Al Shabaab carried out an attack against ATMIS UPDF and government security forces (SNA) at a defensive base in Janaale town (Marka, Lower Shabelle). Both sides exchange heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1698681343
SOM42621,"21 October 2023",2023,1,"Political violence","Violence against civilians",Attack,"Abgal Clan Militia (Somalia)",,4,"Civilians (Somalia)","Muslim Group (Somalia); Teachers (Somalia); Unidentified Clan Group (Somalia)",7,47,"Civilian targeting",706,"Eastern Africa",Somalia,"Middle Shabelle",Cadale,,Xaaji-Cali,2.9192,46.2173,1,"Caasimada; Hiiraan (Somalia); Radio Kulmiye; Radio Risala; Shabelle Media Network; Undisclosed Source","Local partner-Other","On 21 October 2023, Abgal clan militia shot and killed five civilians including a qur'anic teacher from unspecified clan in Xaaji-Cali village (Cadale, Middle Shabelle). The motive was due to clan revenge.",5,,1698681343
SOM42629,"21 October 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Somalia)",,6,,,0,60,,706,"Eastern Africa",Somalia,Hiraan,"Bulo Burto",,"Buqda Caqable",4.0601,45.2577,1,"Al Furqaan; Calamada",National,"On 21 October 2023, hundreds of local residents protested against Israeli airstrikes and ground operations against Gaza in Buqda Caqable village (Bulo Burto, Hiraan). The protesters supported Palestinian civilians.",0,"crowd size=hundreds",1698681343
SOM42634,"21 October 2023",2023,1,"Political violence","Explosions/Remote violence","Suicide bomb","Al Shabaab",,2,"Police Forces of Somalia (2022-)",,1,12,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,"Ceelasha Biyaha",2.0823,45.2102,1,"Al Furqaan; Caasimada; Calamada; Garowe Online; Hiiraan (Somalia); Radio Dalsan; Radio Risala; Radio Simba; Undisclosed Source","Local partner-Other","On 21 October 2023, a suicide vehicle-borne IED (SVBIED) by Al Shabaab detonated, targeting police security forces in Ceelasha Biyaha village (Afgooye, Lower Shabelle). At least eleven people including a suicide bomber were killed and several others were injured. Al Shabaab claimed killing at least 49 police officers.",11,,1698681343
SOM42567,"20 October 2023",2023,1,"Political violence",Battles,"Armed clash","Military Forces of Somalia (2022-)",,1,"Al Shabaab",,2,12,,706,"Eastern Africa",Somalia,Galgaduud,Dhuusamarreeb,,Gadoon,5.692,46.6764,2,"Al Furqaan; Caasimada; Calamada; Hiiraan (Somalia); Undisclosed Source","Local partner-Other","On 20 October 2023, government security forces (SNA) in an operation clashed with Al Shabaab convoy in between Xin Dheere and Gadoon village (Dhuusamarreeb, Galgaduud). Three soldiers were killed. The security forces seized several weapons, ammunitions and food stuffs belonging to Al Shabaab.",3,,1698071506
SOM42568,"20 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,Awdheegle,1.9833,44.8333,1,Calamada,National,"On 20 October 2023, overnight, Al Shabaab carried out a hit and run attack on the ATMIS UPDF at a defensive base in Awdheegle village (Afgooye, Lower Shabelle). The attack was initiated with RPGs and followed by exchanged of heavy gunfire. There were no casualties. Al Shabaab claimed responsibility.",0,,1698071506
SOM42569,"20 October 2023",2023,1,"Political violence",Battles,"Armed clash","Al Shabaab",,2,"ATMIS: African Union Transition Mission in Somalia (2022-) (Uganda)",,8,28,,706,"Eastern Africa",Somalia,"Lower Shabelle",Afgooye,,K60,1.9243,44.9231,1,Calamada,National,"On 20 October 2023, overnight, Al Shabaab launched a hit and run attack against ATMIS UPDF at a base in K60 village (Afgooye, Lower Shabelle). There were no casualties. Al Shabaab claimed responsibility.",0,,1698071506
SOM42580,"20 October 2023",2023,1,Demonstrations,Protests,"Peaceful protest","Protesters (Somalia)","Muslim Group (Somalia)",6,,,0,60,,706,"Eastern Africa",Somalia,Banadir,Banadir,,"Mogadishu - Hodan",2.0333,45.35,1,Caasimada,National,"On 20 October 2023, hundreds of residents including religion scholars protested against Israeli airstrikes and ground operations against Gaza in Mogadishu - Hodan (Banadir). The protesters supported Palestinian civilians.",0,"crowd size=hundreds",1698681343
